,Name,Networth,Country,Source,Rank,Age,Industry
1635,Georg von Opel ,$1.9 B,Switzerland,"real estate, investments",1579,55,Finance & Investments 
1636,Changtian Wang ,$1.9 B,China,"TV, movie production",1579,56,Media & Entertainment 
1637,Wang Chaobin ,$1.9 B,China,real estate,1579,66,Real Estate 
1638,Wang Chou-hsiong ,$1.9 B,Taiwan,footwear,1579,81,Manufacturing 
1639,Wang Xiaoshen ,$1.9 B,China,lithium,1579,53,Manufacturing 
1640,Wei Yin-Heng ,$1.9 B,Taiwan,"food, beverages",1579,63,Food & Beverage 
1641,Xue Xiangdong & family ,$1.9 B,China,software,1579,63,Technology 
1642,Yuan Fugen & family ,$1.9 B,China,metal processing,1579,71,Manufacturing 
1643,David Zalik ,$1.9 B,United States,financial technology,1579,48,Technology 
1644,Leslie Alexander ,$1.8 B,United States,sports team,1645,78,Sports 
1645,Igor Altushkin ,$1.8 B,Russia,metals,1645,51,Metals & Mining 
1646,Roberto Angelini Rossi ,$1.8 B,Chile,"forestry, mining",1645,73,Diversified 
1647,Nigel Austin ,$1.8 B,Australia,retail,1645,51,Fashion & Retail 
1648,Bang Jun-hyuk ,$1.8 B,South Korea,online gaming,1645,53,Media & Entertainment 
1649,O. Francis Biondi ,$1.8 B,United States,hedge funds,1645,57,Finance & Investments 
1650,Chang Byung-gyu ,$1.8 B,South Korea,online games,1645,48,Technology 
1651,Chang Kuo-Ming ,$1.8 B,Taiwan,Transportation,1645,64,Logistics 
1652,Chen Gang ,$1.8 B,China,solar energy,1645,54,Energy 
1653,Liying Chen ,$1.8 B,China,package delivery,1645,46,Logistics 
1654,Chen Xueli ,$1.8 B,China,pharmaceuticals,1645,70,Healthcare 
1655,Chi Yufeng ,$1.8 B,China,software,1645,51,Technology 
1656,Mark Coombs ,$1.8 B,United Kingdom,finance,1645,61,Finance & Investments 
1657,Tench Coxe ,$1.8 B,United States,venture capital,1645,64,Finance & Investments 
1658,John de Mol ,$1.8 B,Netherlands,TV programs,1645,67,Media & Entertainment 
1659,Alfredo Egydio Arruda Villela Filho ,$1.8 B,Brazil,banking,1645,52,Finance & Investments 
1660,Ibrahim Erdemoglu ,$1.8 B,Turkey,carpet,1645,59,Manufacturing 
1661,Philip Fayer ,$1.8 B,Canada,online payments,1645,64,Finance & Investments 
1662,Paul Foster ,$1.8 B,United States,oil refining,1645,64,Energy 
1663,James France ,$1.8 B,United States,"Nascar, racing",1645,77,Sports 
1664,Yasuhiro Fukushima ,$1.8 B,Japan,video games,1645,74,Media & Entertainment 
1665,Zhongru Gan ,$1.8 B,China,pharmaceuticals,1645,73,Healthcare 
1666,Rahul Gautam ,$1.8 B,India,mattresses,1645,69,Fashion & Retail 
1667,Ali Ghodsi ,$1.8 B,Sweden,data analytics,1645,43,Technology 
1668,Giammaria Giuliani ,$1.8 B,Switzerland,pharmaceuticals,1645,44,Healthcare 
1669,Christopher Goldsbury ,$1.8 B,United States,salsa,1645,79,Food & Beverage 
1670,Alexandre Grendene Bartelle ,$1.8 B,Brazil,shoes,1645,72,Fashion & Retail 
1671,Surjit Kumar Gupta ,$1.8 B,India,electrical equipment,1645,80,Manufacturing 
1672,Brian Higgins ,$1.8 B,United States,hedge funds,1645,57,Finance & Investments 
1673,David Hindawi ,$1.8 B,United States,software,1645,77,Technology 
1674,Chengzhong Hu ,$1.8 B,China,manufacturing,1645,61,Manufacturing 
1675,Huang Min ,$1.8 B,China,machinery,1645,48,Manufacturing 
1676,Stanley Hubbard ,$1.8 B,United States,DirecTV,1645,88,Media & Entertainment 
1677,Hui Lin Chit ,$1.8 B,China,hygiene products,1645,68,Manufacturing 
1678,Hal Jackman ,$1.8 B,Canada,"insurance, investments",1645,89,Finance & Investments 
1679,Stephen Jarislowsky ,$1.8 B,Canada,money management,1645,96,Finance & Investments 
1680,Mark & Robyn Jones ,$1.8 B,United States,insurance,1645,64,Finance & Investments 
1681,George Joseph ,$1.8 B,United States,insurance,1645,100,Finance & Investments 
1682,Kim Kardashian ,$1.8 B,United States,"cosmetics, reality TV",1645,41,Fashion & Retail 
1683,Dominika Kulczyk ,$1.8 B,Poland,diversified,1645,44,Finance & Investments 
1684,Edward Lampert ,$1.8 B,United States,Sears,1645,59,Finance & Investments 
1685,Marc Lasry ,$1.8 B,United States,hedge funds,1645,61,Finance & Investments 
1686,Michiel Le Roux ,$1.8 B,South Africa,banking,1645,72,Finance & Investments 
1687,Peter Leibinger ,$1.8 B,Germany,machine tools,1645,55,Manufacturing 
1688,Regine Leibinger ,$1.8 B,Germany,machine tools,1645,59,Manufacturing 
1689,Nicola Leibinger-Kammueller ,$1.8 B,Germany,manufacturing,1645,62,Manufacturing 
1690,Wolfgang Leitner ,$1.8 B,Austria,engineering,1645,69,Construction & Engineering 
1691,Liu Zhongtian & family ,$1.8 B,China,aluminum products,1645,58,Manufacturing 
1692,Bill Malhotra ,$1.8 B,Canada,real estate,1645,72,Real Estate 
1693,Charlwin Mao ,$1.8 B,China,e-commerce,1645,64,Fashion & Retail 
1694,George Marcus ,$1.8 B,United States,real estate,1645,80,Real Estate 
1695,Yves-Loic Martin ,$1.8 B,France,laboratory services,1645,56,Healthcare 
1696,Gary Michelson ,$1.8 B,United States,medical patents,1645,73,Healthcare 
1697,Robert G. Miller ,$1.8 B,Canada,electronics components,1645,76,Technology 
1698,Fernando Roberto Moreira Salles ,$1.8 B,Brazil,"banking, minerals",1645,75,Diversified 
1699,Joao Moreira Salles ,$1.8 B,Brazil,"banking, minerals",1645,60,Diversified 
1700,Walther Moreira Salles Junior ,$1.8 B,Brazil,"banking, minerals",1645,65,Finance & Investments 
1701,Zugen Ni ,$1.8 B,China,appliances,1645,65,Manufacturing 
1702,Liora Ofer ,$1.8 B,Israel,investments,1645,68,Finance & Investments 
1703,Mrudula Parekh ,$1.8 B,India,adhesives,1645,74,Manufacturing 
1704,David Paul ,$1.8 B,United States,medical devices,1645,55,Healthcare 
1705,Pierre Karl Péladeau ,$1.8 B,Canada,media,1645,60,Media & Entertainment 
1706,Miranda Qu ,$1.8 B,China,e-commerce,1645,37,Fashion & Retail 
1707,Phillip T. (Terry) Ragon ,$1.8 B,United States,health IT,1645,72,Technology 
1708,G. Rajendran ,$1.8 B,India,jewellery,1645,79,Fashion & Retail 
1709,Krit Ratanarak ,$1.8 B,Thailand,"media, real estate",1645,75,Media & Entertainment 
1710,Jerry Reinsdorf ,$1.8 B,United States,sports teams,1645,86,Sports 
1711,Mochtar Riady & family ,$1.8 B,Indonesia,diversified,1645,92,Diversified 
1712,Rajju Shroff ,$1.8 B,India,agrochemicals,1645,88,Manufacturing 
1713,Frank Slootman ,$1.8 B,United States,software,1645,63,Technology 
1714,Henry Swieca ,$1.8 B,United States,hedge funds,1645,64,Finance & Investments 
1715,Yuequn Tao ,$1.8 B,China,Contact Lens,1645,62,Fashion & Retail 
1716,Robert Toennies ,$1.8 B,Germany,meat processing,1645,43,Food & Beverage 
1717,Torbjorn Tornqvist ,$1.8 B,Sweden,oil trading,1645,68,Energy 
1718,Zhenghua Wang ,$1.8 B,China,budget airline,1645,77,Service 
1719,Charlotte Colket Weber ,$1.8 B,United States,Campbell Soup,1645,79,Food & Beverage 
1720,Wu Lanlan & family ,$1.8 B,China,packaging,1645,48,Manufacturing 
1721,Wu Yulan ,$1.8 B,China,pharmaceuticals,1645,52,Healthcare 
1722,Elaine Wynn ,$1.8 B,United States,"casinos, hotels",1645,79,Gambling & Casinos 
1723,Xu Shijun & family ,$1.8 B,China,manufacturing,1645,59,Manufacturing 
1724,Xu Xudong & family ,$1.8 B,China,auto parts,1645,52,Automotive 
1725,Yang Xuegang ,$1.8 B,China,coking,1645,57,Manufacturing 
1726,Zhang Chuanwei & family ,$1.8 B,China,machinery,1645,59,Manufacturing 
1727,Xuexin Zhang & family ,$1.8 B,China,aluminum,1645,74,Metals & Mining 
1728,Noubar Afeyan ,$1.7 B,United States,biotech,1729,59,Healthcare 
1729,Farkhad Akhmedov ,$1.7 B,Russia,investments,1729,66,Energy 
1730,Marc Andreessen ,$1.7 B,United States,venture capital investing,1729,50,Finance & Investments 
1731,John Bicket ,$1.7 B,United States,sensor systems,1729,42,Technology 
1732,Zadik Bino & family ,$1.7 B,Israel,"banking, oil",1729,78,Diversified 
1733,Alex Birkenstock ,$1.7 B,Germany,shoes,1729,53,Fashion & Retail 
1734,Christian Birkenstock ,$1.7 B,Germany,shoes,1729,49,Fashion & Retail 
1735,Sanjit Biswas ,$1.7 B,United States,sensor systems,1729,40,Technology 
1736,David Booth ,$1.7 B,United States,mutual funds,1729,76,Finance & Investments 
1737,Josef Boquoi & family ,$1.7 B,Germany,frozen foods,1729,88,Food & Beverage 
1738,Saket Burman ,$1.7 B,United Kingdom,consumer goods,1729,45,Food & Beverage 
1739,Mingtong Cai ,$1.7 B,China,electronic components,1729,70,Technology 
1740,Chen Yung-tai ,$1.7 B,Taiwan,real estate,1729,86,Real Estate 
1741,Manas Chiaravanond ,$1.7 B,Thailand,diversified,1729,64,Diversified 
1742,Phongthep Chiaravanont ,$1.7 B,Thailand,diversified,1729,70,Diversified 
1743,Ivan Chrenko ,$1.7 B,Slovakia,real estate,1729,54,Real Estate 
1744,Sol Daurella ,$1.7 B,Spain,Coca-Cola bottler,1729,56,Food & Beverage 
1745,Dulce Pugliese de Godoy Bueno ,$1.7 B,Brazil,"hospitals, health care",1729,74,Healthcare 
1746,Norbert Dentressangle ,$1.7 B,France,"transport, logistics",1729,67,Logistics 
1747,Oleg Deripaska ,$1.7 B,Russia,"aluminum, utilities",1729,54,Metals & Mining 
1748,Dong Jinggui ,$1.7 B,China,electric scooters,1729,52,Automotive 
1749,Keith Dunleavy & family ,$1.7 B,United States,health IT,1729,52,Healthcare 
1750,Donald Foss ,$1.7 B,United States,auto loans,1729,77,Automotive 
1751,Rolf Gerling ,$1.7 B,Germany,insurance,1729,67,Finance & Investments 
1752,G. Gnanalingam ,$1.7 B,Malaysia,ports,1729,77,Logistics 
1753,He Zhaoxi ,$1.7 B,China,software,1729,48,Technology 
1754,William Heinecke ,$1.7 B,Thailand,hotels,1729,72,Real Estate 
1755,Huh Jae-myung ,$1.7 B,South Korea,electric components,1729,50,Manufacturing 
1756,Tianjiang Jia & family ,$1.7 B,China,non-ferrous metals,1729,59,Metals & Mining 
1757,Michael Jordan ,$1.7 B,United States,"Charlotte Hornets, endorsements",1729,59,Sports 
1758,Dmitry Kamenshchik ,$1.7 B,Russia,airport,1729,53,Service 
1759,Kim Taek-jin ,$1.7 B,South Korea,online games,1729,55,Media & Entertainment 
1760,Koo Kwang-mo ,$1.7 B,South Korea,LG,1729,44,Diversified 
1761,Anthony Langley ,$1.7 B,United Kingdom,manufacturing,1729,67,Diversified 
1762,Lee Joong-keun ,$1.7 B,South Korea,"construction, real estate",1729,81,Construction & Engineering 
1763,James Leininger ,$1.7 B,United States,medical products,1729,77,Healthcare 
1764,Li Haiyan ,$1.7 B,China,restaurants,1729,64,Food & Beverage 
1765,Li Jianli ,$1.7 B,China,lithium-ion battery cap,1729,49,Manufacturing 
1766,Weiwei Li ,$1.7 B,China,online games,1729,45,Technology 
1767,Li Zhigang ,$1.7 B,China,machinery,1729,45,Manufacturing 
1768,Jimmy John Liautaud ,$1.7 B,United States,sandwich chain,1729,58,Food & Beverage 
1769,Louise Lindh ,$1.7 B,Sweden,investments,1729,42,Diversified 
1770,Lu Di ,$1.7 B,China,drones,1729,64,Technology 
1771,Anand Mahindra ,$1.7 B,India,diversified,1729,66,Diversified 
1772,Bruce Mathieson ,$1.7 B,Australia,hotels,1729,78,Food & Beverage 
1773,Billy Joe (Red) McCombs ,$1.7 B,United States,"real estate, oil, cars, sports",1729,94,Diversified 
1774,Deepak Mehta ,$1.7 B,India,chemicals,1729,65,Manufacturing 
1775,Mario Moretti Polegato & family ,$1.7 B,Italy,shoes,1729,69,Fashion & Retail 
1776,Alberto Palatchi ,$1.7 B,Spain,wedding dresses,1729,72,Fashion & Retail 
1777,Nelson Peltz ,$1.7 B,United States,investments,1729,79,Finance & Investments 
1778,Jorge Perez ,$1.7 B,United States,real estate,1729,72,Real Estate 
1779,Alberto Prada ,$1.7 B,Italy,luxury goods,1729,68,Fashion & Retail 
1780,Marina Prada ,$1.7 B,Italy,luxury goods,1729,76,Fashion & Retail 
1781,M.Satyanarayana Reddy ,$1.7 B,India,pharmaceuticals,1729,64,Healthcare 
1782,Rihanna ,$1.7 B,Barbados,"music, cosmetics",1729,34,Fashion & Retail 
1783,Arkady Rotenberg ,$1.7 B,Russia,"construction, pipes, banking",1729,70,Construction & Engineering 
1784,Dieter Schnabel ,$1.7 B,Germany,chemicals,1729,76,Manufacturing 
1785,Shang Xiaobo & family ,$1.7 B,China,Manufacturing,1729,48,Manufacturing 
1786,Shao Qinxiang ,$1.7 B,China,diversified,1729,67,Manufacturing 
1787,Renate Sick-Glaser ,$1.7 B,Germany,sensor technology,1729,64,Technology 
1788,Basudeo Singh ,$1.7 B,India,pharmaceuticals,1729,81,Healthcare 
1789,Edward Stack ,$1.7 B,United States,Dick's Sporting Goods,1729,67,Fashion & Retail 
1790,Weijie Sun ,$1.7 B,China,oilfield equipment,1729,58,Manufacturing 
1791,Vonnarat Tangkaravakoon ,$1.7 B,Thailand,"wire & cables, paints",1729,50,Manufacturing 
1792,Byron Trott ,$1.7 B,United States,investments,1729,63,Finance & Investments 
1793,Jan Van Geet ,$1.7 B,Belgium,real estate developer,1729,50,Real Estate 
1794,Radha Vembu ,$1.7 B,India,business software,1729,49,Technology 
1795,Patrizio Vinciarelli ,$1.7 B,United States,electronic components,1729,75,Technology 
1796,Mingwang Wang ,$1.7 B,China,electronics components,1729,54,Manufacturing 
1797,Wang Yanqing & family ,$1.7 B,China,carbon fiber products,1729,75,Manufacturing 
1798,Lars Wingefors ,$1.7 B,Sweden,video games,1729,45,Media & Entertainment 
1799,Stephen Winn ,$1.7 B,United States,real estate services,1729,75,Real Estate 
1800,Ian Wood & family ,$1.7 B,United Kingdom,energy services,1729,79,Energy 
1801,Gordon Wu ,$1.7 B,Hong Kong,real estate,1729,86,Real Estate 
1802,Wu Xiangdong ,$1.7 B,China,consumer,1729,53,Food & Beverage 
1803,Yao Kuizhang ,$1.7 B,China,beverages,1729,57,Food & Beverage 
1804,Vladimir Yevtushenkov ,$1.7 B,Russia,"telecom, investments",1729,73,Telecom 
1805,Dasheng Yi ,$1.7 B,China,conglomerate,1729,61,Diversified 
1806,Yu Lili ,$1.7 B,China,electronic components,1729,54,Manufacturing 
1807,Alan Zekelman ,$1.7 B,Canada,steel,1729,59,Manufacturing 
1808,Kaitian Zeng ,$1.7 B,China,online games,1729,47,Technology 
1809,Zhang Jingzhang & family ,$1.7 B,China,precision machinery,1729,86,Manufacturing 
1810,Zhang Yubai ,$1.7 B,China,wine,1729,57,Food & Beverage 
1811,Zheng Hong & family ,$1.7 B,China,electronics,1729,71,Technology 
1812,Zhong Peifeng ,$1.7 B,United States,semiconductor,1729,59,Telecom 
1813,Zhou Zongwen & family ,$1.7 B,China,jewelry,1729,65,Fashion & Retail 
1814,Zhu Yiming ,$1.7 B,China,semiconductors,1729,49,Technology 
1815,Zhaojiang Zhu ,$1.7 B,China,Smartphones,1729,48,Manufacturing 
1816,Anita Zucker ,$1.7 B,United States,chemicals,1729,70,Manufacturing 
1817,"Herbert Allen, Jr. & family ",$1.6 B,United States,investment banking,1818,82,Finance & Investments 
1818,Vasily Anisimov ,$1.6 B,Russia,real estate,1818,70,Metals & Mining 
1819,Mori Arkin ,$1.6 B,Israel,pharmaceuticals,1818,69,Healthcare 
1820,Semahat Sevim Arsel ,$1.6 B,Turkey,diversified,1818,93,Diversified 
1821,Clifford Asness ,$1.6 B,United States,money management,1818,55,Finance & Investments 
1822,Louis Bacon ,$1.6 B,United States,hedge funds,1818,65,Finance & Investments 
1823,Hari Bhartia ,$1.6 B,India,diversified,1818,65,Diversified 
1824,Shyam Bhartia ,$1.6 B,India,"pharmaceuticals, food",1818,69,Healthcare 
1825,Amit Burman ,$1.6 B,India,consumer goods,1818,52,Food & Beverage 
1826,Chen Shibin ,$1.6 B,China,quartz products,1818,55,Manufacturing 
1827,Chen Tianshi ,$1.6 B,China,semiconductors,1818,37,Technology 
1828,Robert Clark ,$1.6 B,United States,construction,1818,63,Construction & Engineering 
1829,Ana Lucia de Mattos Barretto Villela ,$1.6 B,Brazil,banking,1818,48,Finance & Investments 
1830,Diao Zhizhong ,$1.6 B,China,software,1818,58,Technology 
1831,Jamie Dimon ,$1.6 B,United States,banking,1818,66,Finance & Investments 
1832,Gary Fegel ,$1.6 B,Switzerland,"commodities, investments",1818,48,Metals & Mining 
1833,Gao Yunfeng ,$1.6 B,China,industrial lasers,1818,55,Manufacturing 
1834,Philippe Ginestet & family ,$1.6 B,France,retail stores,1818,68,Fashion & Retail 
1835,Sebastian Glaser ,$1.6 B,Germany,sensor technology,1818,64,Technology 
1836,Sam Goi ,$1.6 B,Singapore,frozen foods,1818,75,Food & Beverage 
1837,Lance Gokongwei ,$1.6 B,Philippines,diversified,1818,54,Diversified 
1838,Sergei Gordeev ,$1.6 B,Russia,real estate,1818,49,Real Estate 
1839,Bill Gross ,$1.6 B,United States,investments,1818,77,Finance & Investments 
1840,Sue Gross ,$1.6 B,United States,investments,1818,72,Finance & Investments 
1841,Patrick Hanrahan ,$1.6 B,United States,software,1818,66,Technology 
1842,Lutz Mario Helmig ,$1.6 B,Germany,hospitals,1818,75,Healthcare 
1843,Ilkka Herlin ,$1.6 B,Finland,"elevators, escalators",1818,63,Manufacturing 
1844,Asok Kumar Hiranandani ,$1.6 B,Singapore,real estate,1818,67,Real Estate 
1845,Hu Kunhui ,$1.6 B,China,biotech,1818,31,Healthcare 
1846,Archie Hwang ,$1.6 B,Taiwan,semiconductors,1818,69,Technology 
1847,Jared Isaacman ,$1.6 B,United States,payment processing,1818,39,Technology 
1848,Anurang Jain ,$1.6 B,India,auto parts,1818,60,Manufacturing 
1849,Jin Lei & family ,$1.6 B,China,medical equipment,1818,67,Healthcare 
1850,Sunjay Kapur ,$1.6 B,United States,auto parts,1818,50,Automotive 
1851,Richard Kayne ,$1.6 B,United States,investments,1818,76,Finance & Investments 
1852,Randal J. Kirk ,$1.6 B,United States,pharmaceuticals,1818,68,Healthcare 
1853,Jim Koch ,$1.6 B,United States,beer,1818,72,Food & Beverage 
1854,William Koch ,$1.6 B,United States,"oil, investments",1818,81,Energy 
1855,Kagemasa Kozuki ,$1.6 B,Japan,video games,1818,81,Technology 
1856,Arvind Lal ,$1.6 B,India,medical diagnostics,1818,72,Healthcare 
1857,Robert Langer ,$1.6 B,United States,biotech,1818,73,Healthcare 
1858,Theodore Leonsis ,$1.6 B,United States,sports teams,1818,66,Sports 
1859,David Xueling Li ,$1.6 B,China,live streaming service,1818,49,Technology 
1860,Li Denghai ,$1.6 B,China,seed production,1818,72,Food & Beverage 
1861,Li Guoqing ,$1.6 B,China,Petro Fibre,1818,52,Manufacturing 
1862,Li Jiaquan ,$1.6 B,China,chemicals,1818,58,Manufacturing 
1863,Li Rucheng ,$1.6 B,China,apparel,1818,70,Fashion & Retail 
1864,Li Sze Lim ,$1.6 B,Hong Kong,real estate,1818,65,Real Estate 
1865,Li Yongqing ,$1.6 B,China,Petro Firbe,1818,57,Manufacturing 
1866,Lim Wee Chai ,$1.6 B,Malaysia,rubber gloves,1818,64,Manufacturing 
1867,Liu Aisen & family ,$1.6 B,China,building materials,1818,49,Construction & Engineering 
1868,Liu Ming Chung ,$1.6 B,Brazil,paper,1818,59,Manufacturing 
1869,Vincent Lo ,$1.6 B,Hong Kong,real estate,1818,73,Real Estate 
1870,Brandt Louie ,$1.6 B,Canada,drugstores,1818,78,Food & Beverage 
1871,Catherine Lozick ,$1.6 B,United States,valve manufacturing,1818,76,Manufacturing 
1872,Lu Zongjun ,$1.6 B,China,logistics,1818,58,Logistics 
1873,Lv Jianming ,$1.6 B,Hong Kong,medical equipment,1818,57,Healthcare 
1874,"Cargill MacMillan, III. ",$1.6 B,United States,Cargill,1818,62,Food & Beverage 
1875,Duncan MacMillan ,$1.6 B,United States,Bloomberg LP,1818,84,Finance & Investments 
1876,John MacMillan ,$1.6 B,United States,Cargill,1818,72,Food & Beverage 
1877,Martha MacMillan ,$1.6 B,United States,Cargill,1818,70,Food & Beverage 
1878,William MacMillan ,$1.6 B,United States,Cargill,1818,67,Food & Beverage 
1879,Terence (Terry) Matthews ,$1.6 B,Canada,telecom,1818,79,Telecom 
1880,Kazuo Okada ,$1.6 B,Japan,casinos,1818,79,Gambling & Casinos 
1881,Tomas Olivo Lopez ,$1.6 B,Spain,shopping centers,1818,48,Real Estate 
1882,Jorge Pinheiro Koren de Lima ,$1.6 B,Brazil,"hospitals, health insurance",1818,49,Healthcare 
1883,Candido Pinheiro Koren de Lima Junior ,$1.6 B,Brazil,"hospitals, health insurance",1818,51,Healthcare 
1884,Qian Ying ,$1.6 B,China,pig breeding,1818,56,Food & Beverage 
1885,Ren Jinsheng & family ,$1.6 B,China,pharmaceutical,1818,59,Healthcare 
1886,Brian Roberts ,$1.6 B,United States,Comcast,1818,62,Media & Entertainment 
1887,Austin Russell ,$1.6 B,United States,sensors★,1818,27,Automotive 
1888,George Sakellaris ,$1.6 B,United States,energy services,1818,75,Energy 
1889,Sheryl Sandberg ,$1.6 B,United States,Facebook,1818,52,Technology 
1890,Andres Santo Domingo ,$1.6 B,United States,beer,1818,43,Food & Beverage 
1891,Paul Saville ,$1.6 B,United States,homebuilder,1818,66,Real Estate 
1892,Ivan Savvidis ,$1.6 B,Russia,agribusiness,1818,63,Diversified 
